Basic: Budget;0.0000187463975484
Basic: Production date: season;0.0002421190347383
Basic: Production date: year;0.0014514654802804
Basic: Title;0.6737105965643828
Cast: average age;0.0008701306953097
Cast: three most important actors;0.0403878891913326
Crew: the first movie director;0.1451465480280381
Crew: the first movie producer;0.0187463975483680
Crew: the first screenplay writer;0.0112381700804642
Genre: is it action?;0.0014514654802804
Genre: is it adventure?;0.0014514654802804
Genre: is it animation?;0.0014514654802804
Genre: is it comedy?;0.0014514654802804
Genre: is it crime?;0.0014514654802804
Genre: is it drama?;0.0014514654802804
Genre: is it family?;0.0014514654802804
Genre: is it fantasy?;0.0014514654802804
Genre: is it film noir?;0.0014514654802804
Genre: is it history?;0.0014514654802804
Genre: is it horror?;0.0014514654802804
Genre: is it mystery?;0.0014514654802804
Genre: is it romance?;0.0014514654802804
Genre: is it science fiction?;0.0014514654802804
Genre: is it suspense?;0.0014514654802804
Genre: is it thriller?;0.0014514654802804
Genre: is it war?;0.0014514654802804
Genre: is it western?;0.0014514654802804
Regional: Production country: is it France?;0.0187463975483679
Regional: Production country: is it Germany?;0.0187463975483679
Regional: Production country: is it United Kingdom?;0.0187463975483679
Regional: Production country: is it USA?;0.0187463975483679
Regional: Spoken languages: is there English?;0.0005216296475572
Regional: Spoken languages: is there French?;0.0005216296475572
Regional: Spoken languages: is there German?;0.0005216296475572
Regional: Spoken languages: is there Italian?;0.0005216296475572
Regional: Spoken languages: is there Japanese?;0.0005216296475572
Regional: Spoken languages: is there Latin?;0.0005216296475572
Regional: Spoken languages: is there Russian?;0.0005216296475572
Regional: Spoken languages: is there Spanish?;0.0005216296475572
TMDB votes: average;0.0014514654802804
TMDB votes: count;0.0014514654802804
